instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,day_of_week,season_label,month_label,weather_label,weekday_label,casual_percent,registered_percent,temp_actual,atemp_actual,hum_actual,windspeed_actual,cluster
229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,2011,8,17,Wednesday,Fall,Aug,Clear,Wednesday,14.230933106092886,85.76906689390712,29.656653,33.33355,57.5417,9.625689,1
230,2011-08-18,3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,2011,8,18,Thursday,Fall,Aug,Clear,Thursday,16.793692509855454,83.20630749014455,29.178347000000002,33.1129,65.45830000000001,15.624936,1
231,2011-08-19,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,2011,8,19,Friday,Fall,Aug,Mist,Friday,19.190946303876714,80.80905369612329,28.085,31.661050000000003,72.2917,9.333635999999998,1
232,2011-08-20,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,2011,8,20,Saturday,Fall,Aug,Clear,Saturday,36.87150837988827,63.128491620111724,28.5975,32.4498,67.41669999999999,6.999289,2
233,2011-08-21,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,2011,8,21,Sunday,Fall,Aug,Clear,Sunday,32.24890265943713,67.75109734056286,29.144153000000003,33.776250000000005,77.0,16.666518,1
234,2011-08-22,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833,3925,4758,2011,8,22,Monday,Fall,Aug,Clear,Monday,17.507356031946195,82.4926439680538,28.358347000000002,31.9127,47.0,18.54225,3
235,2011-08-23,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,2011,8,23,Tuesday,Fall,Aug,Clear,Tuesday,21.73027989821883,78.26972010178118,26.274153,30.303350000000002,45.5417,9.833121,2
236,2011-08-24,3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,949,4181,5130,2011,8,24,Wednesday,Fall,Aug,Clear,Wednesday,18.499025341130604,81.5009746588694,27.606652999999998,31.5346,60.5,16.958236,3
237,2011-08-25,3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542,2011,8,25,Thursday,Fall,Aug,Mist,Thursday,12.28119706380576,87.71880293619424,28.050846999999997,32.2927,77.1667,14.125810999999999,1
238,2011-08-26,3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661,2011,8,26,Friday,Fall,Aug,Clear,Friday,16.477150826003005,83.52284917399699,28.7,32.98665,76.125,5.625487499999999,1
239,2011-08-27,3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617,226,889,1115,2011,8,27,Saturday,Fall,Aug,Mist,Saturday,20.269058295964125,79.73094170403587,27.880000000000003,31.7778,85.0,25.166338999999997,0
240,2011-08-28,3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,2011,8,28,Sunday,Fall,Aug,Clear,Sunday,32.648823257960316,67.35117674203968,28.989418999999998,32.397949999999994,56.1765,20.412153,3
241,2011-08-29,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634,2011,8,29,Monday,Fall,Aug,Clear,Monday,15.73154941735002,84.26845058264998,26.103347,30.3979,55.45830000000001,10.708275,1
242,2011-08-30,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,775,4429,5204,2011,8,30,Tuesday,Fall,Aug,Clear,Tuesday,14.8923904688701,85.1076095311299,26.205847000000002,29.7352,54.833299999999994,8.375536,1
243,2011-08-31,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,2011,8,31,Wednesday,Fall,Aug,Clear,Wednesday,13.602214313958086,86.39778568604191,26.923347,30.556050000000003,59.791700000000006,5.5833311,1
244,2011-09-01,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783,4332,5115,2011,9,1,Thursday,Fall,Sep,Clear,Thursday,15.30791788856305,84.69208211143695,26.855,30.746050000000004,63.916700000000006,9.500332,1
245,2011-09-02,3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,875,3852,4727,2011,9,2,Friday,Fall,Sep,Mist,Friday,18.510683308652425,81.48931669134758,26.376653,30.2404,72.70830000000001,9.375243,1
246,2011-09-03,3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,2011,9,3,Saturday,Fall,Sep,Clear,Saturday,43.153434433541484,56.846565566458516,27.435847,31.66065,71.6667,12.416775,1
247,2011-09-04,3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,2011,9,4,Sunday,Fall,Sep,Clear,Sunday,51.03238866396761,48.96761133603239,29.075847,33.27145,74.20830000000001,13.833289,2
248,2011-09-05,3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,2011,9,5,Monday,Fall,Sep,Mist,Monday,36.88451208594449,63.1154879140555,27.606652999999998,31.282300000000003,79.0417,14.250632,1
249,2011-09-06,3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,2011,9,6,Tuesday,Fall,Sep,Light Snow/Rain,Tuesday,7.527675276752767,92.47232472324724,22.14,25.759999999999998,88.6957,23.044181,0
250,2011-09-07,3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,2011,9,7,Wednesday,Fall,Sep,Light Snow/Rain,Wednesday,5.911823647294589,94.0881763527054,24.565847,27.21145,91.7083,6.500393600000001,1
251,2011-09-08,3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,153,1689,1842,2011,9,8,Thursday,Fall,Sep,Light Snow/Rain,Thursday,8.306188925081432,91.69381107491856,25.990433,27.76805,93.9565,12.914116,1
252,2011-09-09,3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,417,3127,3544,2011,9,9,Friday,Fall,Sep,Mist,Friday,11.766365688487584,88.2336343115124,26.650000000000002,28.9473,89.79169999999999,8.333393000000001,1
253,2011-09-10,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,2011,9,10,Saturday,Fall,Sep,Clear,Saturday,32.74087932647334,67.25912067352667,27.060000000000002,30.3981,75.375,10.291736,1
254,2011-09-11,3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,2011,9,11,Sunday,Fall,Sep,Clear,Sunday,32.362267142290925,67.63773285770908,26.786653,30.46145,71.375,7.708618,1
255,2011-09-12,3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713,2011,9,12,Monday,Fall,Sep,Clear,Monday,14.64035646085296,85.35964353914704,26.418268,30.106500000000004,69.2174,5.957171000000001,1
256,2011-09-13,3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,701,4062,4763,2011,9,13,Tuesday,Fall,Sep,Clear,Tuesday,14.717614948561831,85.28238505143817,26.684153,30.1777,71.25,9.500868,1
257,2011-09-14,3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,2011,9,14,Wednesday,Fall,Sep,Clear,Wednesday,13.521421107628004,86.478578892372,27.606652999999998,31.345,69.7083,11.2091,1
258,2011-09-15,3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,2011,9,15,Thursday,Fall,Sep,Mist,Thursday,11.697185023230391,88.30281497676961,23.677500000000002,27.68355,70.9167,18.166782,1
259,2011-09-16,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,2011,9,16,Friday,Fall,Sep,Mist,Friday,15.588235294117647,84.41176470588235,19.235847,23.07375,59.0417,11.000261,1
260,2011-09-17,3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,2011,9,17,Saturday,Fall,Sep,Mist,Saturday,31.788960319219683,68.21103968078032,20.158347,23.9256,71.8333,12.708225,1
261,2011-09-18,3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274,2011,9,18,Sunday,Fall,Sep,Clear,Sunday,31.656527842770238,68.34347215722975,20.807499999999997,24.52685,69.5,11.958361,1
262,2011-09-19,3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,691,3848,4539,2011,9,19,Monday,Fall,Sep,Mist,Monday,15.2236175369024,84.7763824630976,22.515846999999997,26.48375,69.0,10.166713999999999,1
263,2011-09-20,3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641,2011,9,20,Tuesday,Fall,Sep,Mist,Tuesday,12.029662180719583,87.97033781928042,23.028347,26.610850000000003,88.125,9.041917999999999,1
264,2011-09-21,3,0,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,539,3813,4352,2011,9,21,Wednesday,Fall,Sep,Mist,Wednesday,12.385110294117647,87.61488970588235,24.395,27.526650000000004,90.0,6.4590814,1
265,2011-09-22,3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795,2011,9,22,Thursday,Fall,Sep,Mist,Thursday,11.574556830031282,88.42544316996872,25.761653000000003,27.74815,90.2083,8.584375,1
266,2011-09-23,4,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,2011,9,23,Friday,Winter,Sep,Mist,Friday,10.772442588726513,89.22755741127348,24.975847,26.106249999999996,97.25,5.2505689,1
267,2011-09-24,4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,2011,9,24,Saturday,Winter,Sep,Mist,Saturday,32.749400700719164,67.25059929928085,24.873347,28.2206,86.25,5.2516811,1
268,2011-09-25,4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,2011,9,25,Sunday,Winter,Sep,Mist,Sunday,30.81836327345309,69.1816367265469,26.000847,28.631849999999996,84.5,3.3754064,1
269,2011-09-26,4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,684,3946,4630,2011,9,26,Monday,Winter,Sep,Mist,Monday,14.773218142548597,85.2267818574514,26.615847000000002,29.452099999999998,84.8333,7.4169,1
270,2011-09-27,4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,2011,9,27,Tuesday,Winter,Sep,Mist,Tuesday,11.577669902912621,88.42233009708738,26.103347,28.726249999999997,88.5417,7.917457,1
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,2011,9,28,Wednesday,Winter,Sep,Mist,Wednesday,12.285641156897874,87.71435884310212,26.035,28.757899999999996,84.875,9.958143000000002,1
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,2011,9,29,Thursday,Winter,Sep,Clear,Thursday,13.494523661913618,86.50547633808638,25.283347,28.7256,69.91669999999999,11.583161,1
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,2011,9,30,Friday,Winter,Sep,Clear,Friday,15.955401768550557,84.04459823144944,23.130847,27.24145,64.75,13.833825,1
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,2011,10,1,Saturday,Winter,Oct,Mist,Saturday,19.761218608480856,80.23878139151914,16.81,20.64315,75.375,19.583832,0
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,2011,10,2,Sunday,Winter,Oct,Mist,Sunday,21.110349554489378,78.88965044551063,14.623347,17.26585,79.1667,14.874870999999999,0
276,2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,2011,10,3,Monday,Winter,Oct,Mist,Monday,9.243697478991598,90.75630252100841,15.750846999999998,19.6023,76.0833,5.5841686,1
277,2011-10-04,4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,2011,10,4,Tuesday,Winter,Oct,Clear,Tuesday,10.906642728904847,89.09335727109516,19.850847,23.6429,71.0,13.792218,1
278,2011-10-05,4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,2011,10,5,Wednesday,Winter,Oct,Clear,Wednesday,11.583091587235806,88.4169084127642,22.071652999999998,26.3569,64.79169999999999,11.87575,1
279,2011-10-06,4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,2011,10,6,Thursday,Winter,Oct,Clear,Thursday,13.410283315844701,86.5897166841553,20.260847000000002,24.02125,62.083299999999994,9.041917999999999,1
280,2011-10-07,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,2011,10,7,Friday,Winter,Oct,Clear,Friday,19.037111334002006,80.962888665998,20.944153,25.2202,68.41669999999999,1.5002439,1
281,2011-10-08,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,2011,10,8,Saturday,Winter,Oct,Clear,Saturday,41.32002218524681,58.679977814753194,21.388347,25.6621,70.125,3.0420814,2
282,2011-10-09,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,2011,10,9,Sunday,Winter,Oct,Clear,Sunday,43.49482852476865,56.50517147523135,22.174153,26.19915,72.75,4.251150000000001,2
283,2011-10-10,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,2011,10,10,Monday,Winter,Oct,Clear,Monday,29.58764901309361,70.41235098690639,23.404153,27.14625,73.375,2.8343814,1
284,2011-10-11,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,2011,10,11,Tuesday,Winter,Oct,Mist,Tuesday,14.617576156037696,85.3824238439623,23.233347000000002,27.3048,80.875,9.583814,1
285,2011-10-12,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,2011,10,12,Wednesday,Winter,Oct,Light Snow/Rain,Wednesday,8.9817880794702,91.01821192052981,22.276653,25.885849999999998,90.625,16.62605,1
286,2011-10-13,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,2011,10,13,Thursday,Winter,Oct,Mist,Thursday,9.955372468245795,90.0446275317542,24.155847,27.5902,89.6667,9.499729,1
287,2011-10-14,4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,2011,10,14,Friday,Winter,Oct,Mist,Friday,14.517014270032929,85.48298572996707,22.584153,26.48375,71.625,15.000161,1
288,2011-10-15,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,2011,10,15,Saturday,Winter,Oct,Clear,Saturday,36.400230017251296,63.59976998274871,20.773346999999998,24.936249999999998,48.3333,17.291561,3
289,2011-10-16,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,2011,10,16,Sunday,Winter,Oct,Clear,Sunday,34.67565959135092,65.32434040864908,20.978347,25.1577,48.6667,18.875039,3
290,2011-10-17,4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,2011,10,17,Monday,Winter,Oct,Clear,Monday,15.60175054704595,84.39824945295405,21.900847,25.53625,57.958299999999994,11.750393,1
291,2011-10-18,4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,2011,10,18,Tuesday,Winter,Oct,Mist,Tuesday,13.416175231676494,86.58382476832351,21.8325,26.13605,70.1667,7.375829,1
292,2011-10-19,4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,2011,10,19,Wednesday,Winter,Oct,Light Snow/Rain,Wednesday,10.478547854785479,89.52145214521452,22.211299,25.6924,89.52170000000001,16.303713,1
293,2011-10-20,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,2011,10,20,Thursday,Winter,Oct,Clear,Thursday,11.227651966626937,88.77234803337306,19.509153,23.32625,63.625,28.292425,3
294,2011-10-21,4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304,2011,10,21,Friday,Winter,Oct,Clear,Friday,15.706319702602231,84.29368029739777,17.5275,21.1798,57.4167,14.833532,3
295,2011-10-22,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,2011,10,22,Saturday,Winter,Oct,Clear,Saturday,34.79572887650882,65.20427112349118,17.322499999999998,21.2746,62.916700000000006,6.2086689,1
296,2011-10-23,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,2011,10,23,Sunday,Winter,Oct,Clear,Sunday,36.955033097466334,63.04496690253367,17.288347,21.11665,74.125,6.6673375,1
297,2011-10-24,4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187,2011,10,24,Monday,Winter,Oct,Clear,Monday,16.69453069023167,83.30546930976833,18.996653,22.85335,77.2083,7.959064,1
298,2011-10-25,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,2011,10,25,Tuesday,Winter,Oct,Clear,Tuesday,14.828248346490291,85.1717516535097,19.338347,23.16875,62.291700000000006,11.166086,1
299,2011-10-26,4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,2011,10,26,Wednesday,Winter,Oct,Mist,Wednesday,10.374935798664612,89.62506420133539,19.850847,23.6423,72.04169999999999,9.959014,1
300,2011-10-27,4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240,2419,2659,2011,10,27,Thursday,Winter,Oct,Mist,Thursday,9.025949605114706,90.9740503948853,19.27,22.8523,81.2917,13.250121,1
301,2011-10-28,4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,2011,10,28,Friday,Winter,Oct,Mist,Friday,12.169735788630904,87.8302642113691,13.564153,15.9406,58.58330000000001,15.375093,3
302,2011-10-29,4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57,570,627,2011,10,29,Saturday,Winter,Oct,Light Snow/Rain,Saturday,9.090909090909092,90.9090909090909,10.420846999999998,11.39565,88.25,23.541857,0
303,2011-10-30,4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331,2011,10,30,Sunday,Winter,Oct,Clear,Sunday,26.568598018613027,73.43140198138697,13.085847,16.06645,62.375,11.833339,0
304,2011-10-31,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,2011,10,31,Monday,Winter,Oct,Clear,Monday,9.866448623603162,90.13355137639684,13.940000000000001,17.803150000000002,70.3333,7.12545,1
305,2011-11-01,4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,2011,11,1,Tuesday,Winter,Nov,Clear,Tuesday,10.07866273352999,89.92133726647002,16.434153,19.8544,68.375,9.083257,1
306,2011-11-02,4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,2011,11,2,Wednesday,Winter,Nov,Clear,Wednesday,8.838987099856666,91.16101290014333,15.477500000000001,19.50665,71.875,5.5001439,1
307,2011-11-03,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,2011,11,3,Thursday,Winter,Nov,Clear,Thursday,8.002013085052843,91.99798691494716,16.741653,20.296049999999997,70.20830000000001,9.166739,1
308,2011-11-04,4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046,2011,11,4,Friday,Winter,Nov,Mist,Friday,11.61641127039051,88.38358872960949,16.536653,20.1696,62.25000000000001,18.209193,3
309,2011-11-05,4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,2011,11,5,Saturday,Winter,Nov,Clear,Saturday,29.44472745797249,70.55527254202751,13.393346999999999,16.1927,51.916700000000006,12.667154,3
310,2011-11-06,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,2011,11,6,Sunday,Winter,Nov,Clear,Sunday,26.089339545080843,73.91066045491915,14.281653,18.117900000000002,73.4583,6.1676314,1
311,2011-11-07,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,2011,11,7,Monday,Winter,Nov,Clear,Monday,9.244114002478316,90.75588599752169,16.195,20.04355,75.875,3.834075,1
312,2011-11-08,4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,2011,11,8,Tuesday,Winter,Nov,Clear,Tuesday,8.941736028537456,91.05826397146255,16.741653,20.6123,72.16669999999999,4.6255125,1
313,2011-11-09,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109,2011,11,9,Wednesday,Winter,Nov,Clear,Wednesday,7.422730591384766,92.57726940861524,16.400000000000002,20.453950000000003,75.83330000000001,4.1671186,1
314,2011-11-10,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,2011,11,10,Thursday,Winter,Nov,Mist,Thursday,6.4780088646437095,93.52199113535629,15.58,18.68605,81.3333,12.667489000000002,0
315,2011-11-11,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,2011,11,11,Friday,Winter,Nov,Clear,Friday,13.064133016627078,86.93586698337292,13.290847,15.34085,44.625,21.083225,3
316,2011-11-12,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,2011,11,12,Saturday,Winter,Nov,Clear,Saturday,31.349889353331694,68.65011064666831,14.623347,17.8971,55.2917,14.208154,3
317,2011-11-13,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,2011,11,13,Sunday,Winter,Nov,Clear,Sunday,27.011030400860907,72.98896959913908,18.074153,21.5275,45.8333,18.875307,3
318,2011-11-14,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,2011,11,14,Monday,Winter,Nov,Clear,Monday,13.26348640213999,86.73651359786001,21.73,26.2306,58.7083,20.541932,3
319,2011-11-15,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,2011,11,15,Tuesday,Winter,Nov,Mist,Tuesday,10.70321811680572,89.29678188319427,21.73,25.37895,68.875,13.375411,1
320,2011-11-16,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,2011,11,16,Wednesday,Winter,Nov,Light Snow/Rain,Wednesday,7.98018712162906,92.01981287837094,18.723347,22.5994,93.0,9.167543,0
321,2011-11-17,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,2011,11,17,Thursday,Winter,Nov,Mist,Thursday,4.552898788077301,95.4471012119227,14.008347,16.16105,57.5833,20.459254,3
322,2011-11-18,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,2011,11,18,Friday,Winter,Nov,Clear,Friday,7.222877358490567,92.77712264150944,11.240847,13.63605,41.0,11.291711,3
323,2011-11-19,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,2011,11,19,Saturday,Winter,Nov,Clear,Saturday,25.743925743925743,74.25607425607426,13.495847,16.22415,50.208299999999994,15.041232,3
324,2011-11-20,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,2011,11,20,Sunday,Winter,Nov,Mist,Sunday,22.357954545454543,77.64204545454545,18.996653,22.8529,68.45830000000001,12.45865,1
325,2011-11-21,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,2011,11,21,Monday,Winter,Nov,Light Snow/Rain,Monday,7.956600361663653,92.04339963833634,18.3475,22.2531,91.0,9.249618,1
326,2011-11-22,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,2011,11,22,Tuesday,Winter,Nov,Light Snow/Rain,Tuesday,4.293714996888612,95.70628500311139,17.083347,21.0848,96.25,7.959064,0
327,2011-11-23,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,2011,11,23,Wednesday,Winter,Nov,Mist,Wednesday,4.364770070148091,95.6352299298519,18.074153,21.52685,75.79169999999999,22.500275,0
328,2011-11-24,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,2011,11,24,Thursday,Winter,Nov,Clear,Thursday,37.45819397993311,62.54180602006689,15.306653,18.62355,54.9167,11.209368000000001,0
329,2011-11-25,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,2011,11,25,Friday,Winter,Nov,Clear,Friday,39.21919770773639,60.780802292263616,15.375,19.033549999999998,64.375,6.6260186,0
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,2011,11,26,Saturday,Winter,Nov,Clear,Saturday,40.710560625814864,59.289439374185136,15.409152999999998,19.254350000000002,68.1667,4.5841936,1
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,2011,11,27,Sunday,Winter,Nov,Clear,Sunday,26.37577336372517,73.62422663627483,18.825847,22.79,69.8333,13.999918,1
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,2011,11,28,Monday,Winter,Nov,Clear,Monday,6.542539436255495,93.4574605637445,20.642598,24.5061,74.3043,9.522174,1
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,2011,11,29,Tuesday,Winter,Nov,Mist,Tuesday,3.2944406314344548,96.70555936856555,18.791653,22.56875,83.08330000000001,17.292164,0
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,2011,11,30,Wednesday,Winter,Nov,Clear,Wednesday,5.203432050927207,94.7965679490728,13.325000000000001,15.561050000000002,61.3333,18.167586,3
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,2011,12,1,Thursday,Winter,Dec,Clear,Thursday,4.883284142742152,95.11671585725784,12.8125,15.2777,52.4583,14.750586,3
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,2011,12,2,Friday,Winter,Dec,Clear,Friday,6.802030456852792,93.19796954314721,12.880847,16.571649999999998,62.583299999999994,6.750518,1
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,2011,12,3,Saturday,Winter,Dec,Clear,Saturday,19.53514111787493,80.46485888212507,12.265847,15.530199999999999,61.291700000000006,6.4174811,1
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,2011,12,4,Sunday,Winter,Dec,Clear,Sunday,18.1922525107604,81.8077474892396,13.564153,17.455000000000002,77.5833,5.6252061,1
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,2011,12,5,Monday,Winter,Dec,Mist,Monday,6.113880871162425,93.88611912883758,15.819153,19.696250000000003,82.70830000000001,4.1679561000000005,1
340,2011-12-06,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,2011,12,6,Tuesday,Winter,Dec,Light Snow/Rain,Tuesday,4.857363145720894,95.1426368542791,18.962500000000002,22.82,94.9583,15.583061,1
341,2011-12-07,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705,2011,12,7,Wednesday,Winter,Dec,Light Snow/Rain,Wednesday,7.092198581560284,92.90780141843972,16.81,20.0123,97.04169999999999,17.833725,0
342,2011-12-08,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,2011,12,8,Thursday,Winter,Dec,Clear,Thursday,4.515352197471403,95.4846478025286,10.899153,12.8469,57.99999999999999,16.083886,0
